temperature,humidite_air,humidite_sol,vitesse_vent,label
39.64,17.43,12.59,26.56,2
15.05,23.91,90.31,6.88,0
34.09,49.56,86.42,50.22,4
16.53,55.94,46.46,1.66,0
22.73,33.29,74.44,50.04,4
16.79,38.48,61.94,8.42,0
33.11,17.83,80.31,53.19,4
35.6,37.29,43.18,43.79,4
18.43,96.99,78.58,9.88,0
26.52,95.02,46.25,33.95,0
28.69,40.14,94.1,18.76,0
26.07,61.38,48.64,10.69,0
18.63,91.86,46.26,51.55,4
27.57,10.56,78.51,24.21,0
37.54,82.96,82.16,23.91,3
17.13,95.35,55.45,10.19,0
17.41,18.22,17.98,22.98,1
25.64,24.53,46.78,52.3,4
43.25,96.47,96.81,21.79,3
35.06,58.38,75.3,57.1,3
35.36,11.28,81.12,56.78,4
25.86,33.19,3.28,8.69,1
32.81,50.49,46.79,10.64,0
15.3,72.36,64.66,51.76,4
34.08,75.98,83.0,23.57,3
42.4,99.59,4.93,0.26,2
33.38,35.88,85.24,16.43,0
41.21,58.44,54.84,35.86,0
36.72,58.0,19.73,47.96,4
18.62,46.51,31.73,8.0,1
42.07,25.22,28.19,6.63,2
16.99,97.97,53.09,55.33,4
31.02,86.8,5.17,45.07,4
19.26,54.85,15.85,35.39,1
15.35,64.29,81.27,46.15,4
27.66,30.45,13.26,25.73,1
23.85,58.94,23.34,45.51,4
29.58,72.55,45.34,22.31,0
32.32,56.37,51.71,14.65,0
16.31,99.13,76.36,43.74,4
18.69,65.02,44.73,25.18,0
31.76,43.39,78.99,58.88,4
25.3,79.49,61.83,20.97,0
36.88,25.34,11.31,55.3,4
34.57,44.61,15.63,55.98,4
40.37,41.23,43.7,14.51,0
35.77,48.86,39.69,47.89,4
27.9,80.36,74.35,25.98,0
35.19,53.58,58.07,55.05,4
23.26,81.46,38.81,27.01,0
24.19,61.88,17.08,44.66,4
38.67,40.79,22.68,28.02,2
28.39,82.9,57.55,13.67,3
38.95,31.45,42.34,11.96,1
39.67,30.19,51.49,25.53,0
40.73,55.41,17.07,45.33,2
42.5,33.48,66.29,36.3,0
27.93,10.82,85.25,41.32,0
24.57,68.35,25.79,16.94,1
32.47,56.0,49.15,28.89,0
26.14,50.1,97.55,2.66,0
33.03,97.03,33.32,49.05,4
36.17,61.41,59.5,59.39,4
35.65,87.71,9.02,24.41,3
26.24,22.55,60.6,0.66,3
20.01,61.23,8.96,10.19,1
27.92,88.12,95.92,39.15,0
19.28,62.48,71.57,36.72,0
41.7,74.62,78.82,47.27,4
25.38,43.48,70.41,15.23,0
19.63,18.32,58.97,45.82,4
15.76,51.21,44.99,41.28,3
34.37,45.5,85.84,19.37,0
34.11,88.04,95.68,32.73,3
25.22,31.96,49.9,8.84,2
17.15,97.01,93.15,27.15,0
27.29,96.23,58.33,52.87,4
24.34,32.29,53.84,25.27,0
35.31,41.32,45.45,50.37,4
33.17,90.6,20.93,35.42,1
25.94,97.0,0.37,11.51,1
21.54,49.91,24.15,34.87,1
44.64,38.89,50.97,30.36,0
28.62,57.35,38.0,23.92,0
35.65,71.9,44.85,7.18,0
19.22,34.61,98.06,25.0,0
29.57,76.28,35.03,4.37,3
15.83,14.65,45.22,5.93,0
30.16,14.44,13.35,24.95,1
43.92,44.77,4.8,18.32,2
26.53,41.81,77.54,55.53,4
16.17,38.41,57.07,22.54,0
15.93,54.19,76.07,45.47,4
26.64,38.87,14.99,31.81,1
19.8,27.3,57.18,42.25,4
15.7,37.85,25.36,15.61,1
37.69,97.74,22.81,56.51,4
28.76,47.0,1.15,31.81,1
23.68,50.02,13.03,49.88,4
42.0,61.89,30.93,21.9,1
18.48,98.5,11.69,6.01,1
43.68,31.74,98.59,40.42,2
24.42,71.32,30.86,0.47,1
41.65,74.44,13.03,28.52,2
33.09,64.66,19.91,11.57,1
39.8,17.97,58.77,37.64,0
44.52,70.92,6.4,58.77,1
23.65,15.77,86.24,27.86,0
43.83,63.65,96.15,49.05,4
26.68,76.56,24.67,30.47,1
26.57,28.99,45.01,29.75,0
25.21,85.75,2.21,55.83,4
31.24,12.73,64.07,53.4,4
19.62,85.94,41.39,47.15,4
31.61,51.43,27.01,17.78,1
31.25,29.58,20.68,32.7,1
37.86,22.04,65.4,13.43,0
40.01,95.8,41.62,26.64,3
28.21,16.54,17.97,29.05,1
24.07,27.92,68.91,49.9,4
22.78,41.3,56.51,53.76,4
20.84,65.82,85.87,24.88,0
16.73,59.03,11.75,1.06,1
25.27,21.31,78.57,51.71,4
23.11,36.08,67.35,10.46,0
43.99,31.49,11.5,37.31,2
31.73,29.22,69.48,1.5,0
25.42,47.0,44.15,23.97,0
32.41,73.36,94.5,59.16,4
19.18,29.57,14.16,6.04,1
28.32,43.0,64.28,25.42,0
33.79,45.18,38.2,18.43,0
29.67,97.88,95.68,54.31,4
27.05,95.92,33.0,52.16,4
44.82,82.01,96.22,14.26,3
41.41,31.75,90.15,4.87,0
33.7,16.12,27.04,37.63,1
32.08,38.52,80.35,20.18,4
33.62,34.01,99.56,40.33,0
21.04,55.53,25.27,1.93,1
26.85,80.0,43.68,8.0,0
16.18,87.25,52.02,41.18,0
29.27,86.04,29.49,12.74,3
31.29,42.37,1.53,51.46,4
21.83,71.85,22.01,3.52,1
43.92,38.16,28.19,12.93,2
42.28,15.48,44.36,59.91,4
36.66,73.14,17.11,25.98,1
31.0,10.88,87.33,42.18,4
41.1,46.83,70.49,10.96,0
18.92,39.64,8.52,36.59,1
38.72,72.4,65.01,43.57,4
18.74,78.96,65.37,18.87,0
38.83,37.37,95.62,49.73,4
23.27,83.05,0.3,36.21,1
41.31,36.45,24.79,23.35,2
43.32,50.17,92.78,33.46,4
19.46,75.43,93.21,34.61,0
28.88,72.36,72.06,9.93,0
44.43,98.86,76.58,24.16,3
29.5,30.26,9.15,20.61,2
40.91,69.61,51.39,24.05,0
32.66,64.87,23.16,45.67,4
26.26,92.36,18.12,28.95,1
23.57,24.07,81.03,56.42,4
21.1,77.66,13.5,17.62,1
37.85,61.14,46.87,24.94,0
26.6,34.72,93.86,47.22,4
30.34,52.7,18.58,32.76,1
29.77,40.04,97.8,32.82,0
32.32,62.14,99.43,3.2,0
40.97,90.01,55.56,23.92,3
44.42,61.24,17.01,16.24,2
27.23,66.86,31.61,59.96,4
39.83,56.69,42.45,18.5,0
37.94,14.6,30.93,53.07,4
32.21,30.96,28.06,40.57,3
43.68,54.28,97.22,20.45,0
21.01,37.92,15.34,32.61,4
18.28,26.36,73.33,50.43,4
40.62,55.37,0.04,53.0,2
28.17,39.05,59.62,9.62,0
40.41,33.23,91.59,20.37,0
41.79,51.76,28.79,20.11,2
16.87,22.0,18.55,2.52,1
41.5,93.5,65.17,35.89,3
28.45,88.09,71.26,51.29,4
30.31,73.69,68.8,22.89,0
33.8,19.56,31.93,44.4,4
42.79,79.83,25.22,37.66,2
15.57,82.72,95.59,22.54,0
29.31,79.1,92.33,8.46,3
35.63,20.26,45.73,42.56,4
36.68,67.95,84.62,51.27,4
35.78,85.09,45.23,41.15,3
19.03,61.96,42.44,1.07,0
23.98,68.18,15.68,12.97,1
25.76,51.25,42.64,4.17,0
39.13,57.58,53.74,34.22,0
23.36,13.09,2.25,45.39,4
21.32,67.51,44.41,6.63,0
43.72,17.33,78.14,50.3,4
15.27,49.15,68.0,33.33,0
44.93,36.34,63.52,41.4,0
35.3,59.09,90.96,58.28,4
39.85,22.01,1.8,5.02,2
23.84,72.25,55.7,54.07,4
15.43,81.55,78.73,7.57,0
37.14,24.7,54.13,23.58,0
40.02,19.39,32.39,51.09,4
37.21,23.1,13.63,54.38,4
19.29,88.94,88.76,30.38,0
37.6,57.54,47.08,35.65,0
38.07,52.05,87.81,42.49,4
34.76,19.6,58.59,49.97,4
37.98,68.46,67.42,7.29,0
40.38,88.12,80.43,48.6,4
33.41,84.54,65.92,28.88,3
17.66,66.34,39.81,27.04,0
29.63,16.78,51.36,25.43,0
17.33,20.12,80.3,30.55,0
27.23,14.44,37.37,56.7,4
27.21,33.17,38.81,32.89,0
16.98,22.21,9.57,57.19,4
25.46,33.4,91.46,10.82,0
18.33,44.66,9.1,43.45,4
39.25,94.87,64.82,48.73,4
43.43,64.93,41.32,40.75,0
17.17,85.15,40.56,36.42,0
43.65,73.93,67.96,33.89,0
30.68,20.13,6.71,51.66,4
23.99,76.23,59.37,49.3,4
17.31,34.76,77.2,7.34,0
30.02,67.52,82.82,50.92,2
38.84,40.69,17.05,24.84,2
36.21,99.79,89.74,15.22,3
16.51,33.72,65.61,52.19,4
17.19,35.12,88.19,25.92,0
27.09,93.76,48.53,48.5,4
23.86,12.22,54.2,15.8,0
21.97,72.7,91.9,0.24,0
23.43,75.28,89.99,29.73,0
39.1,85.27,44.82,6.01,3
42.88,97.7,27.44,45.26,2
27.15,97.8,39.32,16.56,0
42.18,15.87,38.78,26.62,0
24.64,83.97,28.69,5.22,1
29.29,68.17,26.86,17.2,1
21.78,68.26,86.11,46.89,4
34.21,21.55,6.99,9.1,1
44.37,68.52,67.76,38.83,0
33.1,98.42,17.28,55.05,4
25.73,92.06,34.45,40.79,1
34.43,49.52,6.15,48.66,4
18.69,13.6,27.0,6.54,1
41.66,42.61,76.84,15.04,4
30.09,84.38,88.5,53.67,4
28.48,73.13,22.15,42.91,4
32.58,51.34,46.35,38.37,0
33.74,14.96,47.03,39.83,0
17.15,48.42,87.36,24.85,0
35.48,52.21,76.28,2.67,0
22.26,93.57,51.31,47.07,4
36.42,67.7,67.07,40.72,0
39.68,38.05,84.74,28.37,0
39.12,57.28,0.95,53.99,2
31.58,15.94,40.29,20.17,0
30.61,97.53,90.72,17.66,3
19.29,42.41,74.03,52.37,4
38.26,53.01,54.28,47.82,4
23.14,41.98,52.96,30.9,0
29.9,71.43,34.78,7.84,1
23.53,69.6,52.05,12.9,0
19.01,74.38,65.54,39.37,0
33.89,34.13,41.84,23.1,0
16.63,38.41,71.42,50.19,4
37.46,21.27,86.12,57.0,4
24.53,69.0,15.47,48.34,4
15.0,13.58,45.15,22.65,0
30.33,63.79,40.8,47.32,4
16.41,88.27,68.75,21.09,0
23.29,90.17,24.99,10.03,1
36.21,50.41,64.03,2.0,0
16.88,51.34,87.75,23.14,0
40.18,16.93,41.81,54.21,4
15.11,70.37,91.1,14.34,0
22.4,83.91,99.32,12.39,0
37.23,32.02,10.61,58.19,4
24.49,47.92,23.31,1.5,1
18.06,85.5,95.04,47.15,4
25.81,88.94,95.83,19.28,0
23.11,31.89,9.77,2.25,1
40.28,59.55,1.5,55.07,2
24.4,27.32,16.11,8.38,1
38.67,19.17,99.6,33.11,0
41.76,92.0,18.0,16.44,2
28.01,83.85,50.25,3.91,3
42.3,78.4,84.84,3.0,3
26.32,14.39,2.04,6.93,1
43.92,85.94,60.45,4.28,3
17.68,49.42,27.7,45.63,4
35.61,40.82,86.23,29.13,0
29.81,59.18,28.35,20.57,1
26.63,18.22,68.68,25.1,0
33.98,78.1,67.42,55.74,4
36.12,62.42,22.15,54.65,4
15.13,26.79,3.48,42.94,4
20.01,26.94,40.92,53.08,4
36.39,26.58,28.92,19.18,1
34.99,15.13,80.9,22.87,0
43.98,62.9,80.04,36.82,0
37.83,85.63,45.7,37.42,3
43.52,11.57,60.65,28.9,0
36.08,14.41,60.43,24.04,0
23.94,61.55,82.72,59.17,4
18.16,83.75,42.5,49.27,4
38.45,39.41,27.54,26.1,2
34.32,41.47,26.5,43.64,4
16.45,63.67,53.62,16.17,0
25.8,34.68,44.91,6.01,0
43.7,12.39,44.01,21.15,0
30.01,76.17,9.11,24.18,3
27.98,66.31,71.86,0.99,0
28.73,62.27,21.37,48.89,4
21.27,76.75,19.7,21.55,1
26.06,70.77,41.28,34.83,0
26.09,28.53,22.78,4.44,1
16.57,41.72,58.39,10.5,0
38.03,21.35,37.15,53.38,4
27.5,21.69,44.89,36.52,0
39.67,70.86,53.72,57.02,4
40.51,87.27,20.35,59.93,2
21.36,96.65,15.58,22.31,1
34.72,66.55,88.04,17.93,0
29.17,26.57,43.37,51.5,4
41.4,19.51,41.21,59.92,4
21.47,83.16,3.56,37.78,1
35.33,62.09,49.8,47.71,4
33.23,65.65,55.42,46.9,4
23.86,80.33,55.88,21.32,0
19.1,73.29,70.7,34.46,0
34.55,85.1,17.75,49.98,4
37.16,15.06,25.22,41.29,1
24.47,77.28,81.07,1.27,0
34.34,86.58,94.72,20.2,3
26.85,35.75,13.59,8.67,1
36.4,67.64,49.76,13.98,0
20.98,38.27,21.42,54.33,4
41.71,96.22,6.01,2.21,2
23.62,13.01,32.55,13.19,0
26.03,62.18,14.37,18.57,1
16.74,24.99,70.99,37.01,0
18.35,74.1,53.37,32.05,0
30.48,25.83,14.38,13.1,1
23.03,31.18,0.92,9.85,1
40.06,54.49,80.82,14.21,2
15.44,92.34,17.62,30.15,1
26.37,29.05,60.62,16.27,0
25.12,22.98,33.69,56.86,4
15.58,78.31,58.55,27.83,0
18.73,55.06,31.57,3.53,1
27.41,92.06,8.69,43.76,4
29.79,23.2,22.3,19.73,1
27.13,68.13,18.81,39.21,1
30.93,30.96,42.8,16.78,0
32.85,24.11,65.83,34.24,0
15.3,71.51,26.38,46.33,4
28.92,63.43,1.21,55.68,4
43.9,77.93,51.89,15.67,3
30.57,37.85,60.58,20.09,0
35.33,50.32,96.29,27.86,0
24.36,46.49,58.95,55.63,4
38.22,98.57,47.12,54.08,4
38.19,36.3,57.34,5.39,0
30.64,36.53,92.79,7.92,0
44.28,41.91,82.84,29.73,1
18.77,60.81,32.3,6.4,1
15.51,32.71,23.73,20.73,1
38.1,92.38,26.26,8.9,2
39.21,33.91,50.44,38.16,0
18.61,90.62,74.4,56.97,4
22.97,19.31,50.32,59.8,4
15.53,69.09,6.78,22.51,1
23.8,91.63,72.36,35.94,0
38.19,25.19,80.6,51.38,4
30.54,97.15,28.95,7.05,3
25.44,50.76,66.41,41.37,0
26.15,95.11,42.66,24.53,0
15.04,70.91,88.91,12.37,0
23.99,37.14,84.52,24.17,0
34.39,26.95,52.54,4.56,0
44.23,37.34,69.15,41.72,0
40.41,18.37,88.33,15.16,0
15.71,22.95,49.57,18.68,0
41.96,19.42,31.33,7.26,1
38.5,48.06,75.37,51.88,4
38.41,81.6,22.01,29.61,2
28.74,22.72,38.85,34.33,0
26.94,21.73,86.57,34.17,0
24.09,67.91,72.44,24.63,0
16.97,27.75,40.38,11.55,0
21.85,18.78,21.47,44.71,4
22.4,25.02,35.6,7.62,0
29.52,93.14,28.41,6.23,3
37.42,83.93,17.61,42.61,4
29.21,41.87,74.33,12.53,0
16.74,69.02,25.21,18.41,1
43.73,58.35,45.42,28.51,0
43.28,70.94,38.59,26.96,0
38.56,71.44,98.21,42.51,4
44.74,66.59,39.11,37.41,0
31.33,33.95,8.0,38.66,1
43.88,13.51,8.98,42.84,2
17.27,51.0,59.08,17.56,0
25.97,90.19,59.94,19.34,0
21.76,61.25,41.88,26.28,0
20.87,84.92,43.18,18.45,0
19.22,99.25,5.39,59.1,4
33.67,24.73,51.65,48.84,4
38.44,72.26,50.47,9.88,0
32.35,70.69,14.95,0.34,1
19.41,98.2,10.38,2.57,1
39.33,98.7,12.36,14.64,2
34.08,71.8,10.1,6.86,1
26.64,31.93,60.97,32.0,0
35.22,81.87,19.65,51.48,4
22.8,19.63,25.14,44.21,4
25.36,80.26,17.36,12.94,1
42.52,91.92,95.78,23.96,3
23.72,44.46,85.46,30.47,0
29.1,66.76,23.05,48.61,4
41.7,48.71,32.76,50.35,4
36.23,49.4,20.99,54.58,4
16.87,37.93,49.19,30.55,1
19.42,78.59,1.96,41.66,1
15.24,94.26,67.14,6.71,0
33.93,94.67,52.32,33.92,2
28.43,25.73,89.86,14.92,0
19.03,88.73,16.44,25.9,1
43.74,76.37,80.41,38.04,3
30.89,32.76,79.2,15.42,0
22.26,16.06,12.72,3.13,1
30.02,34.12,39.86,0.61,0
35.39,92.1,17.02,1.33,3
17.29,66.99,25.47,0.5,1
23.24,74.89,26.32,6.62,1
39.21,33.14,55.62,14.37,0
28.79,74.74,41.14,13.27,0
31.4,12.53,94.77,59.21,4
27.98,43.78,12.64,18.36,1
16.32,66.41,97.37,7.65,0
19.97,23.15,23.06,32.73,4
28.37,84.07,77.29,51.48,4
21.28,31.15,33.9,40.68,1
16.5,68.71,14.31,17.76,1
40.31,46.47,85.79,33.7,0
44.44,63.64,30.89,42.89,4
38.79,19.67,65.89,43.69,4
40.61,11.52,56.64,39.99,0
22.26,91.86,47.18,52.25,4
43.82,34.27,49.58,52.21,4
20.91,83.77,73.22,34.74,0
43.54,99.94,8.78,25.79,2
44.84,29.03,66.82,38.49,0
36.35,33.87,89.58,49.09,4
44.43,69.66,5.78,0.34,2
32.09,96.89,14.07,59.52,4
22.79,92.42,71.66,10.97,0
28.11,55.26,43.73,28.21,0
32.81,81.56,40.35,52.32,4
17.19,22.22,13.7,13.5,1
33.67,97.97,50.68,28.61,3
44.44,96.79,12.65,7.95,2
20.7,24.74,47.66,23.7,0
38.78,36.95,76.36,10.63,0
42.24,19.01,25.83,21.82,2
43.31,34.45,48.08,22.41,0
43.8,83.44,99.2,59.59,4
30.64,44.05,68.67,59.69,4
44.32,17.96,84.14,6.89,0
37.72,40.8,41.48,43.56,4
19.85,98.32,76.79,3.1,0
29.31,66.67,4.05,1.81,1
36.55,47.45,12.29,6.32,1
22.42,24.99,20.31,57.93,4
34.22,98.76,40.2,56.45,4
35.0,83.88,84.57,11.64,3
19.88,35.33,34.63,9.7,1
31.95,16.31,65.46,14.43,0
38.15,15.1,70.93,30.93,0
29.97,20.83,58.62,34.18,0
15.36,62.27,35.72,13.3,0
15.27,93.59,57.71,45.4,1
25.71,54.71,34.23,18.57,1
42.79,85.87,8.39,55.33,2
21.86,50.13,99.28,39.4,3
34.03,73.77,12.72,26.18,1
21.66,75.87,7.23,47.39,4
24.65,25.66,87.85,49.07,4
40.44,42.51,30.18,17.43,1
36.87,67.36,65.03,20.38,0
17.86,16.36,32.9,56.16,4
27.86,42.54,39.15,9.88,0
15.88,58.13,26.21,2.53,1
29.43,99.66,34.3,27.24,3
34.87,52.71,41.07,48.07,4
18.56,83.45,72.04,46.3,4
23.67,48.89,51.15,55.17,4
26.94,81.68,94.36,31.99,0
42.59,63.59,4.19,6.0,2
44.8,89.79,50.31,35.32,3
16.35,46.98,58.42,46.7,4
37.83,64.39,92.02,5.6,0
26.15,66.7,4.92,10.36,1
26.77,47.56,57.35,0.74,0
37.63,22.99,85.36,35.62,0
42.55,18.42,24.19,53.2,2
43.53,11.5,87.63,40.24,0
32.31,88.62,1.9,58.92,4
25.71,31.28,73.25,3.78,0
38.63,29.04,93.31,54.18,4
22.53,76.24,65.72,48.84,4
31.92,38.8,43.9,18.85,0
25.76,55.54,4.49,58.41,4
34.7,24.63,92.01,17.28,0
22.21,96.38,47.03,53.36,4
20.75,86.64,2.9,52.84,4
42.55,87.74,68.98,45.46,4
18.05,46.61,48.18,33.81,0
30.18,78.61,12.43,7.2,3
21.63,22.95,21.43,31.92,1
16.17,10.78,6.45,21.41,1
16.08,11.8,57.43,47.53,4
20.26,62.79,62.2,45.49,4
41.0,50.99,50.57,54.64,4
23.47,56.62,81.71,0.89,0
43.51,10.67,86.1,48.55,4
32.45,48.04,61.56,56.31,4
28.1,74.63,1.28,47.36,4
32.4,49.84,69.52,7.81,3
30.5,75.9,41.8,4.88,3
37.76,30.97,56.56,1.25,0
23.47,83.18,64.91,37.72,0
25.59,62.96,35.02,37.78,0
41.82,28.97,91.71,59.21,4
43.39,31.3,13.4,23.88,2
41.78,66.52,67.15,19.91,0
27.58,84.69,0.44,37.47,1
38.41,47.41,92.47,49.54,4
29.29,33.25,11.25,56.21,4
29.93,88.03,9.49,48.19,0
21.14,70.23,33.3,25.6,1
32.73,50.33,37.36,38.09,0
20.58,53.91,21.43,51.38,2
24.95,28.38,58.51,29.44,0
40.65,66.41,44.29,13.0,0
21.21,42.29,3.42,10.18,1
17.13,99.61,31.97,0.01,1
17.07,53.22,81.04,43.09,4
43.22,53.73,68.97,6.67,0
30.21,60.93,72.49,14.63,0
27.28,92.51,69.81,17.87,0
39.33,82.07,31.1,33.62,3
40.07,50.6,9.97,23.88,2
24.97,74.68,27.25,40.48,1
35.81,62.76,83.18,3.34,0
38.13,54.31,98.05,7.44,0
34.64,27.31,49.38,29.95,0
19.55,51.75,0.97,20.22,1
41.28,32.12,14.0,17.75,2
31.17,92.34,32.21,4.02,3
23.47,40.19,57.86,53.74,4
27.76,95.7,7.51,41.51,1
16.13,57.97,94.34,7.3,0
18.84,66.84,36.51,3.9,0
37.97,58.86,91.26,58.49,4
15.0,21.64,78.05,40.87,0
27.5,43.82,75.54,25.05,0
30.68,18.92,60.67,42.1,4
16.64,66.07,62.68,45.38,4
44.19,50.22,63.8,46.8,4
21.78,80.02,62.87,28.67,0
24.13,29.84,55.37,25.79,0
24.12,24.81,98.64,0.66,0
21.91,46.57,73.23,55.59,4
15.04,93.39,77.69,36.2,0
36.88,73.94,87.25,12.19,0
44.01,47.7,21.56,55.18,2
21.73,56.55,8.38,54.9,4
34.89,17.58,48.29,59.35,4
37.26,98.61,51.41,52.44,4
40.45,69.98,82.92,59.87,4
27.68,35.69,44.38,14.68,0
24.09,62.72,57.09,50.53,4
24.76,19.85,52.71,49.38,4
36.38,96.93,3.82,13.86,3
39.5,25.73,61.52,5.91,0
20.45,68.32,82.8,58.77,4
26.13,32.09,15.75,17.76,1
42.06,74.58,59.43,52.25,4
39.2,79.91,59.36,0.25,3
44.55,70.61,16.42,1.26,2
37.63,65.3,12.35,27.95,1
26.8,90.32,98.01,14.32,0
32.72,17.08,39.37,41.39,0
34.83,39.78,22.74,33.93,1
17.35,32.35,17.13,4.65,1
31.33,98.92,66.76,9.76,3
36.28,45.05,60.94,23.28,0
20.02,75.94,64.36,11.14,0
38.42,71.63,8.8,47.53,2
32.51,29.09,89.35,24.96,0
43.57,31.51,38.93,5.61,0
16.27,35.32,31.34,29.06,1
22.96,47.0,46.24,5.45,0
33.05,31.09,39.01,7.74,0
23.9,11.77,86.36,14.38,0
36.43,89.15,92.93,51.57,4
37.77,96.9,30.35,55.48,4
18.08,40.74,86.39,49.58,4
30.42,40.47,78.15,20.04,2
30.27,10.64,93.08,16.35,0
26.08,71.22,24.58,32.95,1
42.99,84.29,57.7,43.31,4
39.83,23.19,27.45,59.6,2
35.92,24.37,82.41,7.89,0
36.43,81.11,0.53,2.96,3
28.85,65.47,56.48,41.66,0
42.63,14.04,33.92,49.93,4
35.84,66.03,32.27,50.78,4
36.87,37.8,64.49,40.71,0
40.85,43.19,85.15,57.24,4
23.22,79.28,60.92,30.66,0
39.21,82.98,85.32,54.83,4
20.86,46.03,26.46,58.07,4
25.36,95.24,51.95,50.83,4
25.07,46.58,45.05,18.59,0
44.36,79.47,1.16,11.77,2
40.7,53.55,55.68,32.89,0
36.04,90.78,66.15,27.18,3
36.81,91.7,59.19,52.67,4
31.86,17.87,73.63,6.0,0
43.41,94.28,57.13,15.46,3
29.89,84.3,6.68,45.11,4
26.42,81.22,11.64,5.7,1
19.89,28.08,59.65,19.25,0
38.59,82.46,27.5,23.23,2
37.03,86.51,7.96,37.36,3
26.53,36.02,42.96,9.49,3
15.76,95.7,55.43,51.64,4
40.17,14.49,32.87,26.85,1
15.34,23.49,72.04,55.02,4
36.11,58.38,64.38,28.07,0
44.11,61.82,33.28,16.5,1
28.13,68.06,75.49,8.51,0
22.05,11.53,64.87,0.22,0
36.15,96.43,63.74,31.93,3
39.51,14.01,55.34,6.43,0
31.39,22.88,1.14,23.5,1
44.01,11.26,69.65,35.36,0
16.55,61.02,37.6,16.54,0
30.14,93.9,94.26,10.51,3
36.55,69.94,81.8,46.48,4
40.88,84.04,58.77,56.81,4
20.38,11.2,25.22,6.03,1
39.0,58.78,20.37,9.34,2
31.58,51.36,34.04,57.6,4
26.9,54.91,47.66,2.27,0
18.95,16.5,29.61,58.66,4
40.96,71.6,51.49,0.28,0
19.72,55.29,16.54,52.42,4
24.29,78.86,97.77,18.44,0
23.7,53.68,10.79,56.32,4
41.14,23.44,93.19,19.02,0
